Year,Month,MPS,MPS_ORTH,NFP_SURP,NFP_12M,SP500_3M,SLOPE_3M,BCOM_3M,TR_SKEW
2022,9,0.1346,0.1084,0.0170,0.0403,0.0503,-1.3900,-0.0865,0.0862
2022,10,0.0000,0.0000,,,,,,
2022,11,-0.0788,-0.0807,0.0080,0.0353,-0.0659,-0.3500,-0.0451,0.1600
2022,12,0.0907,0.0836,0.0630,0.0327,-0.0223,-0.9800,-0.0565,-0.0049
2023,1,0.0000,0.0000,,,,,,
2023,2,0.0259,0.0026,0.0180,0.0312,0.0622,-1.0200,-0.0248,0.0264
2023,3,-0.0599,-0.0537,0.0860,0.0274,0.0019,-0.5300,-0.0737,-0.0677
2023,4,0.0000,0.0000,,,,,,
2023,5,0.0314,0.0544,0.0060,0.0250,0.0120,-0.6200,-0.0776,-0.4183
2023,6,0.0979,0.0967,0.1440,0.0251,0.1235,-0.2800,-0.0407,-0.2519
2023,7,0.0141,0.0053,-0.0210,0.0239,0.1007,0.1200,0.0168,-0.0253
2023,8,0.0000,0.0000,,,,,,
2023,9,0.0869,0.0924,0.0170,0.0203,0.0041,0.4800,0.0443,-0.0121
2023,10,0.0000,0.0000,,,,,,
2023,11,-0.0062,0.0281,0.1660,0.0189,-0.0900,0.7800,-0.0041,-0.1281
2023,12,-0.0819,-0.0435,0.0140,0.0184,0.0342,0.0300,-0.0937,-0.4345
